0 0.0 1.0 0.45307364005204 0.5
1 0.0 0.5 0.20307364005203998 0.25
2 0.0 0.25 7.807364005204e-2 0.125
3 0.0 0.125 1.5573640052039997e-2 6.25e-2
4 6.25e-2 0.125 7.807364005204e-2 3.125e-2
5 6.25e-2 9.375e-2 6.244864005204e-2 1.5625e-2
6 6.25e-2 7.8125e-2 5.463614005204e-2 7.8125e-3
7 6.25e-2 7.03125e-2 5.072989005204e-2 3.90625e-3
8 6.25e-2 6.640625e-2 4.877676505204e-2 1.953125e-3
9 6.4453125e-2 6.640625e-2 5.072989005204e-2 9.765625e-4
10 6.4453125e-2 6.54296875e-2 5.024160880204e-2 4.8828125e-4
11 6.4453125e-2 6.494140625e-2 4.999746817704e-2 2.44140625e-4
12 6.4453125e-2 6.4697265625e-2 4.987539786454e-2 1.220703125e-4
13 6.45751953125e-2 6.4697265625e-2 4.999746817704e-2 6.103515625e-5
14 6.463623046875e-2 6.4697265625e-2 5.005850333329e-2 3.0517578125e-5
15 6.4666748046875e-2 6.4697265625e-2 5.0089020911415e-2 1.52587890625e-5
16 6.46820068359375e-2 6.4697265625e-2 5.01042797004775e-2 7.62939453125e-6
17 6.468963623046875e-2 6.4697265625e-2 5.011190909500875e-2 3.814697265625e-6
18 6.468963623046875e-2 6.469345092773438e-2 5.0110001746375935e-2 1.9073486328125e-6
19 6.469154357910156e-2 6.469345092773438e-2 5.011190909500875e-2 9.5367431640625e-7
20 6.469249725341797e-2 6.469345092773438e-2 5.011286276932515e-2 4.76837158203125e-7
21 6.469249725341797e-2 6.469297409057617e-2 5.011262435074605e-2 2.384185791015625e-7
22 6.469249725341797e-2 6.469273567199707e-2 5.01125051414565e-2 1.1920928955078125e-7
23 6.469261646270752e-2 6.469273567199707e-2 5.011262435074605e-2 5.960464477539063e-8
24 6.469261646270752e-2 6.46926760673523e-2 5.0112594548423664e-2 2.9802322387695313e-8
25 6.469261646270752e-2 6.469264626502991e-2 5.011257964726247e-2 1.4901161193847656e-8
26 6.469263136386871e-2 6.469264626502991e-2 5.0112594548423664e-2 7.450580596923828e-9
27 6.469263136386871e-2 6.469263881444931e-2 5.0112590823133366e-2 3.725290298461914e-9
28 6.469263508915901e-2 6.469263881444931e-2 5.0112594548423664e-2 1.862645149230957e-9
29 6.469263508915901e-2 6.469263695180416e-2 5.011259361710109e-2 9.313225746154785e-10

